제조사,제조국,원산지,코코아퍼센트,평점,리뷰연도
Santome,France,Sao Tome,70,2.75,2011
Scharffen Berger,U.S.A.,Blend,82,2,2006
Scharffen Berger,U.S.A.,Blend,68,2,2006
Scharffen Berger,U.S.A.,Jamaica,70,2,2006
Scharffen Berger,U.S.A.,Blend,62,3,2006
Scharffen Berger,U.S.A.,Blend,70,3.5,2006
Scharffen Berger,U.S.A.,Blend,72,3,2007
Scharffen Berger,U.S.A.,Blend,62,3,2007
Scharffen Berger,U.S.A.,Blend,75,3,2007
Scharffen Berger,U.S.A.,Venezuela,75,3.75,2007
Scharffen Berger,U.S.A.,Blend,72,3,2008
Scharffen Berger,U.S.A.,Brazil,68,3.75,2009
Scharffen Berger,U.S.A.,Vietnam,72,3.75,2009
Scharffen Berger,U.S.A.,Ghana,65,4,2009
Scharffen Berger,U.S.A.,Grenada,68,3.5,2010
Scharffen Berger,U.S.A.,Madagascar,65,3.75,2010
Scharffen Berger,U.S.A.,Papua New Guinea,68,3.75,2011
Scharffen Berger,U.S.A.,Peru,78,4,2012
Seaforth,U.K.,Dominican Republic,70,2.75,2015
Seaforth,U.K.,Grenada,70,2.75,2015
Seahorse,U.S.A.,Honduras,70,2.75,2018
Seahorse,U.S.A.,Dominican Republic,70,3,2018
Seahorse,U.S.A.,Tanzania,70,3.25,2018
Seahorse,U.S.A.,Fiji,70,2.75,2019
Seahorse,U.S.A.,Uganda,70,3.5,2019
Seahorse,U.S.A.,Trinidad,75,3.25,2021
Seahorse,U.S.A.,Peru,70,3.5,2021
Seahorse,U.S.A.,Vietnam,70,3.5,2021
Seahorse,U.S.A.,India,70,3.5,2021
Shane Chocolate Works,U.S.A.,Guatemala,70,3,2019
Shane Chocolate Works,U.S.A.,Colombia,70,3,2019
Shane Chocolate Works,U.S.A.,Belize,70,3.5,2019
Shark Mountain,U.S.A.,Ecuador,75,3,2014
Shark Mountain,U.S.A.,Belize,72,3.25,2014
Shark Mountain,U.S.A.,Venezuela,77,2.75,2015
Shark Mountain,U.S.A.,Jamaica,72,3.25,2015
Shark Mountain,U.S.A.,Papua New Guinea,73,3.5,2015
Shark Mountain,U.S.A.,Dominican Republic,74,3.5,2015
Shark's,U.S.A.,U.S.A.,73,2,2011
Shark's,U.S.A.,U.S.A.,73,2.5,2011
Shattell,Peru,Peru,75,3.5,2011
Shattell,Peru,Peru,70,3.25,2016
Sibu,Costa Rica,Costa Rica,82,3.25,2015
Sibu,Costa Rica,Costa Rica,70,3.5,2015
Sibu Sura,U.S.A.,Peru,70,2.5,2012
Silvio Bessone,Italy,Belize,67,3,2011
Silvio Bessone,Italy,Colombia,68,3,2011
Silvio Bessone,Italy,Sao Tome,65,3.25,2011
Silvio Bessone,Italy,Brazil,60,3.25,2011
Sirene,Canada,Madagascar,67,3.75,2014
Sirene,Canada,Madagascar,73,3.75,2014
Sirene,Canada,Ecuador,73,3.75,2014
Sirene,Canada,Madagascar,100,3,2015
Sirene,Canada,Ecuador,100,3,2015
Sirene,Canada,Guatemala,73,3,2015
Sirene,Canada,Guatemala,73,3.25,2015
Sirene,Canada,Haiti,73,3.25,2015
Sirene,Canada,Bolivia,73,3.5,2016
Sirene,Canada,Tanzania,73,3.5,2016
Sirene,Canada,Ecuador,73,3.75,2016
Sirene,Canada,Peru,73,3.75,2017
Sirene,Canada,Mexico,73,3,2021
Sirene,Canada,India,73,3.25,2021
Sjolinds,U.S.A.,Ghana,70,2.75,2015
Sjolinds,U.S.A.,Nicaragua,72,3,2015
"Smooth Chocolator, The",Australia,Bolivia,72,2.75,2015
"Smooth Chocolator, The",Australia,Peru,67,3,2015
"Smooth Chocolator, The",Australia,Madagascar,65,3.25,2015
"Smooth Chocolator, The",Australia,Madagascar,70,3.5,2015
"Smooth Chocolator, The",Australia,Papua New Guinea,65,3.5,2015
"Smooth Chocolator, The",Australia,Tanzania,67,3.75,2015
"Smooth Chocolator, The",Australia,Trinidad,70,3.75,2015
"Smooth Chocolator, The",Australia,Venezuela,70,3.75,2015
"Smooth Chocolator, The",Australia,Ecuador,72,4,2015
"Smooth Chocolator, The",Australia,Vietnam,70,3,2016
"Smooth Chocolator, The",Australia,Guatemala,70,3.25,2016
"Smooth Chocolator, The",Australia,Venezuela,70,3.75,2016
"Smooth Chocolator, The",Australia,Belize,70,3.75,2016
"Smooth Chocolator, The",Australia,Australia,67,3.75,2016
"Smooth Chocolator, The",Australia,Ecuador,70,4,2016
"Smooth Chocolator, The",Australia,Dominican Republic,70,3.5,2017
"Smooth Chocolator, The",Australia,Haiti,70,3.5,2017
Snake & Butterfly,U.S.A.,Madagascar,68,3,2010
Snake & Butterfly,U.S.A.,Ecuador,68,3.25,2010
Snake & Butterfly,U.S.A.,Ghana,67,1.5,2011
Soeka,Amsterdam,Sulawesi,66,3.25,2018
Soklet,India,India,70,2.75,2017
Sol Cacao,U.S.A.,Madagascar,72,3,2015
Sol Cacao,U.S.A.,Ecuador,70,3.5,2016
Solkiki,U.K.,Dominican Republic,85,2.75,2016
Solkiki,U.K.,Peru,68,2.75,2016
Solkiki,U.K.,Philippines,70,2.5,2019
Solomons Gold,New Zealand,Solomon Islands,70,3.25,2016
Solomons Gold,New Zealand,Solomon Islands,75,3.25,2016
Solstice,U.S.A.,Madagascar,70,3,2013
Solstice,U.S.A.,Venezuela,70,3,2013
Solstice,U.S.A.,Bolivia,70,3.25,2013
Solstice,U.S.A.,Peru,70,3.25,2013
Solstice,U.S.A.,Blend,70,3.5,2013
Solstice,U.S.A.,Uganda,70,3,2014
Solstice,U.S.A.,Tanzania,70,3.25,2017
Solstice,U.S.A.,India,70,3.25,2018
Solstice,U.S.A.,Vietnam,70,3.5,2021
Soma,Canada,Dominican Republic,70,3,2009
Soma,Canada,Dominican Republic,70,3,2009
Soma,Canada,Ghana,70,3.5,2009
Soma,Canada,Papua New Guinea,70,3.5,2009
Soma,Canada,Madagascar,70,3.75,2009
Soma,Canada,Venezuela,70,3.75,2009
Soma,Canada,Blend,70,3.75,2010
Soma,Canada,Grenada,70,2.75,2011
Soma,Canada,Bolivia,70,3.5,2011
Soma,Canada,Venezuela,70,3.5,2011
Soma,Canada,Dominican Republic,70,3.75,2011
Soma,Canada,Blend,70,4,2011
Soma,Canada,Peru,64,4,2011
Soma,Canada,Haiti,70,3.25,2012
Soma,Canada,Guatemala,70,3.5,2012
Soma,Canada,Blend,70,3.5,2012
Soma,Canada,Papua New Guinea,85,3.5,2012
Soma,Canada,U.S.A.,70,3.75,2012
Soma,Canada,Venezuela,70,3.75,2012
Soma,Canada,Blend,70,4,2012
Soma,Canada,Blend,70,4,2012
Soma,Canada,Peru,70,2.75,2013
Soma,Canada,Indonesia,70,3.25,2013
Soma,Canada,Blend,70,3.25,2013
Soma,Canada,Venezuela,70,3.25,2013
Soma,Canada,Dominican Republic,77,3.75,2013
Soma,Canada,Trinidad,70,3.75,2013
Soma,Canada,Venezuela,70,3.75,2013
Soma,Canada,Blend,88,4,2013
Soma,Canada,Venezuela,70,4,2013
Soma,Canada,Blend,67,4,2013
Soma,Canada,Jamaica,70,4,2013
Soma,Canada,Nicaragua,70,3.25,2014
Soma,Canada,Blend,70,3.25,2014
Soma,Canada,Nicaragua,70,3.5,2014
Soma,Canada,Ecuador,80,3.5,2014
Soma,Canada,Peru,70,3.75,2014
Soma,Canada,Vanuatu,70,3.75,2014
Soma,Canada,Venezuela,70,3.5,2015
Soma,Canada,Venezuela,75,4,2015
Soma,Canada,Ecuador,70,3.25,2016
Soma,Canada,Dominican Republic,62,3.5,2016
Soma,Canada,Madagascar,70,3.5,2016
Soma,Canada,Brazil,70,3.5,2016
Soma,Canada,Nicaragua,70,3.75,2016
Soma,Canada,Blend,75,3.75,2016
Soma,Canada,Vietnam,70,4,2016
Soma,Canada,Fiji,70,3.25,2017
Soma,Canada,Colombia,70,4,2017
Soma,Canada,Haiti,70,3,2018
Soma,Canada,Madagascar,70,4,2018
Soma,Canada,Venezuela,70,4,2018
Soma,Canada,Blend,62,3.25,2021
Soma,Canada,Madagascar,70,3.5,2021
Soma,Canada,Venezuela,70,3.5,2021
Soma,Canada,Vietnam,70,4,2021
Somerville,U.S.A.,Nicaragua,70,3.25,2014
Somerville,U.S.A.,U.S.A.,70,3.5,2014
Soul,Canada,Dominican Republic,70,3.25,2017
Soul,Canada,Ecuador,75,3.25,2017
Soul,Canada,Papua New Guinea,77,3.25,2017
Soul,Canada,Madagascar,70,3.5,2017
Soul,Canada,Venezuela,75,3.5,2017
Soul,Canada,Tanzania,80,3.5,2017
Spagnvola,U.S.A.,Dominican Republic,70,3,2012
Spagnvola,U.S.A.,Dominican Republic,80,3,2012
Spagnvola,U.S.A.,Dominican Republic,75,3.25,2012
Spencer,Australia,Vanuatu,72,2.75,2014
Spencer,Australia,Dominican Republic,70,3.5,2016
Spencer,Australia,Ecuador,70,3.75,2016
Spencer,Australia,Madagascar,70,3.75,2016
Spencer,U.S.A.,Peru,70,2.75,2017
Spencer,U.S.A.,Ecuador,70,3.5,2017
Spencer,U.S.A.,Dominican Republic,70,3.75,2017
Spinnaker,U.S.A.,Belize,70,3.25,2021
Spinnaker,U.S.A.,Madagascar,70,3.5,2021
Spinnaker,U.S.A.,Uganda,70,3.5,2021
Sprungli (Felchlin),Switzerland,Bolivia,70,3,2013
SRSLY,U.S.A.,Dominican Republic,84,2.25,2013
SRSLY,U.S.A.,Dominican Republic,70,3,2013
Starchild,U.S.A.,Ecuador,70,3,2015
Starchild,U.S.A.,Dominican Republic,70,3,2015
Starchild,U.S.A.,Guatemala,70,3,2015
Starchild,U.S.A.,Nicaragua,70,3,2015
Starchild,U.S.A.,Madagascar,70,3,2015
Stella (aka Bernrain),Switzerland,India,72,3.25,2011
Stella (aka Bernrain),Switzerland,Brazil,68,2.75,2012
Stone Grindz,U.S.A.,Ecuador,84,3.5,2014
Stone Grindz,U.S.A.,Ecuador,70,3.5,2014
Stone Grindz,U.S.A.,Bolivia,70,2.5,2017
StRita Supreme,U.S.A.,Philippines,65,2.5,2012
StRita Supreme,U.S.A.,Philippines,70,2.5,2012
StRita Supreme,U.S.A.,Philippines,75,2.75,2012
Sublime Origins,U.S.A.,Madagascar,67,2.75,2013
Sublime Origins,U.S.A.,Belize,78,3.25,2013
Summerbird,Denmark,Peru,61,2.5,2016
Summerbird,Denmark,Peru,71,3,2016
Suruca Chocolate,Venezuela,Venezuela,70,2.75,2016
Suruca Chocolate,Venezuela,Venezuela,60,3,2016
Svenska Kakaobolaget,Sweden,Sri Lanka,70,2.75,2015
Svenska Kakaobolaget,Sweden,Tanzania,74,2.75,2019
sweet beans,U.S.A.,Honduras,72,3,2021
sweet beans,U.S.A.,Peru,72,3,2021
sweet beans,U.S.A.,Uganda,77,3.5,2021
sweet beans,U.S.A.,Trinidad,80,3.75,2021
Sweet Escalier,Japan,Peru,70,2.5,2018
Sweet Escalier,Japan,Tanzania,75,2.75,2018
Sweet Escalier,Japan,Belize,70,3,2018
Sweet Escalier,Japan,Brazil,70,3,2018
Sweet Escalier,Japan,Venezuela,75,3.25,2018
Sweetness,Canada,Mexico,74,3,2020
Sweetness,Canada,Peru,68,3.25,2020
Sweetness,Canada,Papua New Guinea,73,3.25,2020
Szanto Tibor,Hungary,Venezuela,70,3,2011
Szanto Tibor,Hungary,Dominican Republic,70,3.25,2012
Szanto Tibor,Hungary,Madagascar,70,3.25,2012
Szanto Tibor,Hungary,Peru,70,3.75,2012
Szanto Tibor,Hungary,Nicaragua,70,3.25,2013
Szanto Tibor,Hungary,Madagascar,70,3.5,2013
Szanto Tibor,Hungary,Madagascar,70,3.5,2013
Szanto Tibor,Hungary,Venezuela,70,3.5,2014
Szanto Tibor,Hungary,Cuba,70,3.75,2014
Szanto Tibor,Hungary,Ecuador,70,3.25,2015
Szanto Tibor,Hungary,Cuba,88,3.25,2015
Szanto Tibor,Hungary,Madagascar,70,3.25,2015
Szanto Tibor,Hungary,Vietnam,70,3.25,2015
Szanto Tibor,Hungary,Brazil,70,3.5,2015
Szanto Tibor,Hungary,Ecuador,70,3.75,2015
Tabal,U.S.A.,Mexico,70,2.5,2013
Tabal,U.S.A.,Costa Rica,70,2.75,2013
Tabal,U.S.A.,Dominican Republic,70,2.75,2013
Tabal,U.S.A.,Peru,70,3,2013
Tablette (aka Vanillabeans),Japan,Trinidad,77,2.75,2015
Tablette (aka Vanillabeans),Japan,Colombia,70,3,2015
Tablette (aka Vanillabeans),Japan,Papua New Guinea,62,3.25,2015
Tablette (aka Vanillabeans),Japan,Vietnam,60,3.25,2015
Tala,Vietnam,Vietnam,70,2.75,2019
Tala,Vietnam,Vietnam,75,3,2019
Tan Ban Skrati,Suriname,Suriname,70,3.25,2016
Taste Artisan,U.S.A.,Venezuela,75,3,2019
Taste Artisan,U.S.A.,Peru,75,3.25,2019
Taste Artisan,U.S.A.,Peru,75,4,2019
Taste Artisan aka Coleman and Davis,U.S.A.,Madagascar,75,3,2015
Taucherli,Switzerland,Nicaragua,72,3,2019
Taucherli,Switzerland,Mexico,70,3.25,2019
Taylor Made,U.S.A.,Haiti,67,2.75,2021
Taza,U.S.A.,Dominican Republic,70,3,2007
Taza,U.S.A.,Mexico,75,2.75,2009
Taza,U.S.A.,Bolivia,87,3.25,2011
Taza,U.S.A.,Belize,68,3,2014
TCHO,U.S.A.,Ghana,70,2.5,2008
TCHO,U.S.A.,Peru,70,2.5,2008
TCHO,U.S.A.,Peru,70,2.5,2008
TCHO,U.S.A.,Madagascar,70,2.75,2008
TCHO,U.S.A.,Blend,60,2.75,2009
TCHO,U.S.A.,Blend,68,3,2009
TCHO,U.S.A.,Blend,99,3.25,2012
TCHO,U.S.A.,Blend,62,2,2016
Tejas,U.S.A.,Peru,70,2,2012
Tejas,U.S.A.,Madagascar,70,2.75,2012
Tejas,U.S.A.,Bolivia,70,2.75,2012
Tejas,U.S.A.,Brazil,70,2.75,2012
Tejas,U.S.A.,Blend,70,3,2012
Tejas,U.S.A.,Papua New Guinea,70,3,2012
Tejas,U.S.A.,Madagascar,70,3,2012
Tejas,U.S.A.,Venezuela,80,3,2012
Tejas,U.S.A.,Ecuador,70,3.25,2012
Tejas,U.S.A.,Ecuador,70,3.25,2012
Tejas,U.S.A.,Mexico,70,3.25,2012
Tejas,U.S.A.,Bolivia,67,3.25,2012
Tejas,U.S.A.,Dominican Republic,70,3.5,2012
Tejas,U.S.A.,Brazil,70,3.5,2012
Terroir,U.S.A.,Ecuador,77,3.25,2014
Terroir,U.S.A.,Madagascar,67,3.75,2014
Terroir,U.S.A.,Uganda,73,3.75,2014
Terroir,U.S.A.,Peru,70,2.75,2015
Terroir,U.S.A.,Ecuador,70,3.25,2015
Terroir,U.S.A.,Dominican Republic,70,3.5,2015
Terroir,U.S.A.,Belize,70,3.75,2015
Terroir,U.S.A.,Madagascar,70,3.75,2015
Terroir,U.S.A.,Guatemala,70,3.75,2015
Terroir,U.S.A.,Haiti,72,2.75,2019
Terroir,U.S.A.,Belize,77,3,2019
Terroir,U.S.A.,Bolivia,77,3.25,2019
The Barn,Sweden,Peru,70,3,2015
Theo,U.S.A.,Venezuela,91,2,2007
Theo,U.S.A.,Ivory Coast,75,2.5,2007
Theo,U.S.A.,Ghana,84,3,2007
Theo,U.S.A.,Blend,75,3,2007
Theo,U.S.A.,Madagascar,65,3.5,2007
Theo,U.S.A.,Congo,65,3.25,2012
Theobroma,Japan,Peru,70,3.25,2015
Thistle & Rose aka Aggie USU,U.S.A.,Ecuador,70,3.5,2019
Tibito,Colombia,Colombia,70,3,2018
Tibito,Colombia,Colombia,70,3.25,2018
Timo A. Meyer,Germany,Belize,72,3.75,2016
Tiny House,U.S.A.,Tanzania,71,2.75,2019
To'ak,Ecuador,Ecuador,75,3.25,2020
To'ak (Ecuatoriana),Ecuador,Ecuador,81,3.25,2014
Tobago Estate (Pralus),France,Tobago,70,4,2012
Tocoti,U.S.A.,Venezuela,72,2.75,2011
Tocoti,U.S.A.,Dominican Republic,74,3,2011
Tocoti,U.S.A.,Bolivia,77,3,2012
Tosier,U.K.,Haiti,70,2.75,2018
Tosier,U.K.,Bolivia,70,3,2018
Tosier,U.K.,Belize,70,3.5,2018
Tosier,U.K.,Colombia,70,2.75,2019
Tree to Bar,South Korea,Ecuador,70,3.5,2019
Treehouse,U.S.A.,Dominican Republic,72,3,2014
Treehouse aka Indaphoria,U.S.A.,Dominican Republic,70,2.75,2012
Treehouse aka Indaphoria,U.S.A.,Dominican Republic,70,3.25,2012
Triangle Roasters,U.S.A.,Nicaragua,70,3.25,2020
Triangle Roasters,U.S.A.,Haiti,70,3.25,2020
Triangle Roasters,U.S.A.,Guatemala,70,3.75,2020
Triangle Roasters,U.S.A.,Philippines,70,3.25,2021
Tribar,Peru,Peru,73,3,2018
Tribar,Peru,Peru,70,3.5,2018
Tribe,Canada,Vietnam,70,2.75,2020
Tribe,Canada,Honduras,70,2.75,2020
Tribe,Canada,Peru,70,3,2020
Tsara (Cinagra),Madagascar,Madagascar,72,3.5,2011
twenty-four blackbirds,U.S.A.,Dominican Republic,73,2.75,2011
twenty-four blackbirds,U.S.A.,Bolivia,75,2.5,2013
twenty-four blackbirds,U.S.A.,Dominican Republic,68,3.25,2013
twenty-four blackbirds,U.S.A.,Madagascar,75,3.5,2014
twenty-four blackbirds,U.S.A.,Dominican Republic,75,2.75,2015
twenty-four blackbirds,U.S.A.,Ecuador,75,3.5,2015
twenty-four blackbirds,U.S.A.,Tanzania,75,3.25,2017
Two Ravens,U.S.A.,Peru,60,3,2016
Un Dimanche A Paris,France,Dominican Republic,63,3.75,2011
Uncouth,Canada,Dominican Republic,75,2.75,2017
Uncouth,Canada,Tanzania,75,3,2017
Uncouth,Canada,Guatemala,75,3.25,2017
Undone,U.S.A.,Nicaragua,74,2.75,2014
Undone,U.S.A.,Dominican Republic,70,3,2014
Upchurch,U.S.A.,Madagascar,72,3,2016
Upchurch,U.S.A.,Tanzania,72,3.25,2016
Urzi,Italy,Venezuela,65,3.25,2014
Utopick,Spain,Colombia,70,3.75,2017
Utopick,Spain,Nicaragua,70,3.75,2018
Vaka,Canada,Belize,74,3.5,2020
Valrhona,France,Trinidad,64,2.5,2006
Valrhona,France,Blend,66,3,2006
Valrhona,France,Venezuela,64,3,2006
Valrhona,France,Madagascar,64,3.5,2006
Valrhona,France,Blend,70,3.75,2006
Valrhona,France,Blend,85,1.5,2007
Valrhona,France,Blend,85,2.5,2007
Valrhona,France,Blend,71,2.75,2007
Valrhona,France,Blend,72,3,2007
Valrhona,France,Venezuela,64,3.25,2007
Valrhona,France,Venezuela,65,3.75,2007
Valrhona,France,Madagascar,64,4,2007
Valrhona,France,Ghana,68,3.5,2009
Valrhona,France,Dominican Republic,64,3.75,2009
Valrhona,France,Ecuador,66,3.75,2009
Valrhona,France,Blend,56,3.25,2011
Valrhona,France,Venezuela,64,4,2011
Valrhona,France,Venezuela,69,4,2012
Valrhona,France,Blend,70,3.5,2013
Valrhona,France,Dominican Republic,64,3.5,2013
Valrhona,France,Peru,63,4,2015
Valrhona,France,Blend,60,3.25,2017
Vanleer (Barry Callebaut),U.S.A.,Ghana,72,2.5,2012
Vanleer (Barry Callebaut),U.S.A.,Ghana,65,2.75,2012
Vao Vao (Chocolaterie Robert),Madagascar,Madagascar,72,2.75,2009
Vao Vao (Chocolaterie Robert),Madagascar,Madagascar,76,2.75,2009
Vao Vao (Chocolaterie Robert),Madagascar,Madagascar,80,2.75,2009
Vao Vao (Chocolaterie Robert),Madagascar,Madagascar,70,3,2009
Vao Vao (Chocolaterie Robert),Madagascar,Madagascar,68,3,2009
Vao Vao (Chocolaterie Robert),Madagascar,Madagascar,64,3.25,2009
Vicuna,U.S.A.,Bolivia,70,3.25,2015
Vicuna,U.S.A.,Bolivia,70,3.25,2015
Vicuna,U.S.A.,Bolivia,70,2.75,2018
Vicuna,U.S.A.,Guatemala,70,3,2018
Vicuna,U.S.A.,Dominican Republic,70,3.25,2018
Videri,U.S.A.,Blend,70,3.25,2012
Videri,U.S.A.,Blend,90,3.75,2013
Videri,U.S.A.,Dominican Republic,90,3.25,2014
Videri,U.S.A.,Trinidad,75,3.5,2014
Videri,U.S.A.,Ecuador,75,3.5,2014
Videri,U.S.A.,Guatemala,75,2.75,2021
Videri,U.S.A.,Dominican Republic,75,3,2021
Videri,U.S.A.,Blend,70,3.5,2021
Videri,U.S.A.,Ecuador,75,3.5,2021
Vietcacao (A. Morin),France,Vietnam,70,3.5,2012
Vintage Plantations,U.S.A.,Peru,75,3,2014
Vintage Plantations (Tulicorp),U.S.A.,Ecuador,100,2,2007
Vintage Plantations (Tulicorp),U.S.A.,Ecuador,90,2,2007
Vintage Plantations (Tulicorp),U.S.A.,Ecuador,75,3,2007
Vintage Plantations (Tulicorp),U.S.A.,Ecuador,65,3,2007
Violet Sky,U.S.A.,Madagascar,77,2.75,2015
Violet Sky,U.S.A.,Guatemala,77,2.75,2015
Violet Sky,U.S.A.,Belize,77,3,2015
Violet Sky,U.S.A.,Venezuela,77,3,2015
Violet Sky,U.S.A.,Peru,77,3.25,2015
Vivra,U.S.A.,Peru,70,2.5,2016
Vivra,U.S.A.,Venezuela,70,2.5,2016
Vivra,U.S.A.,Dominican Republic,70,3,2016
Vivra,U.S.A.,Bolivia,70,2.5,2018
Vivra,U.S.A.,Haiti,70,2.5,2018
Wellington Chocolate Factory,New Zealand,Dominican Republic,70,3.5,2016
Wellington Chocolate Factory,New Zealand,Peru,70,3.5,2016
Wellington Chocolate Factory,New Zealand,Samoa,77,3,2017
White Label aka Mutari,U.S.A.,Tanzania,68,3,2018
White Label aka Mutari,U.S.A.,Bolivia,72,3,2018
White Label aka Mutari,U.S.A.,Philippines,74,3.5,2021
White Label aka Mutari,U.S.A.,Uganda,72,3.5,2021
White Label aka Mutari,U.S.A.,Honduras,74,3.75,2021
White Label aka Mutari,U.S.A.,Trinidad,72,3.75,2021
Whittakers,New Zealand,Ghana,72,2.5,2011
Wilkie's Organic,Ireland,Peru,75,2.5,2013
Wilkie's Organic,Ireland,Peru,89,2.75,2013
Wilkie's Organic,Ireland,Peru,75,2.75,2013
Wilkie's Organic,Ireland,Peru,75,3.25,2013
Willie's Cacao,U.K.,Peru,70,3,2009
Willie's Cacao,U.K.,Venezuela,72,3.25,2009
Willie's Cacao,U.K.,Madagascar,71,3,2010
Willie's Cacao,U.K.,Venezuela,72,3.5,2010
Willie's Cacao,U.K.,Indonesia,69,3.75,2010
Willie's Cacao,U.K.,Indonesia,100,2.25,2013
Willie's Cacao,U.K.,Colombia,88,3,2014
Willie's Cacao,U.K.,Colombia,70,4,2016
Wm,U.S.A.,Venezuela,74,3,2016
Wm,U.S.A.,Bolivia,76,3.5,2016
Wm,U.S.A.,Ghana,75,3.75,2016
Wm,U.S.A.,Belize,68,3.25,2019
Wm,U.S.A.,Venezuela,70,3.5,2019
Wm,U.S.A.,Dominican Republic,70,3.5,2021
Woodblock,U.S.A.,Dominican Republic,70,3.5,2011
Woodblock,U.S.A.,Venezuela,70,4,2011
Woodblock,U.S.A.,Ecuador,70,2.5,2012
Woodblock,U.S.A.,Costa Rica,70,3,2012
Woodblock,U.S.A.,Madagascar,70,3.25,2012
Woodblock,U.S.A.,Ecuador,70,3.25,2013
Woodblock,U.S.A.,Trinidad,70,3.5,2013
Woodblock,U.S.A.,Peru,70,3,2014
Woodblock,U.S.A.,Tanzania,70,3,2021
Xocolat,Dominican Republic,Dominican Republic,66,3,2013
Xocolatisimo,El Salvador,El Salvador,65,2.75,2019
Xocolatisimo,El Salvador,El Salvador,75,3,2019
Xocolatisimo,El Salvador,El Salvador,70,3.25,2019
Xocolatl,U.S.A.,Tanzania,73,3.25,2020
Xocolatl,U.S.A.,Peru,70,3.5,2020
Xocolatl,U.S.A.,Nicaragua,72,3.5,2020
Xocolla,U.S.A.,Dominican Republic,70,2.5,2017
Xocolla,U.S.A.,Madagascar,70,2.75,2017
Zac Squared,U.S.A.,Trinidad,70,3.25,2021
Zac Squared,U.S.A.,Vietnam,70,3.5,2021
Zac Squared,U.S.A.,Dominican Republic,70,3.5,2021
Zacharias,U.S.A.,Bolivia,70,3,2021
Zak's,U.S.A.,Papua New Guinea,70,3,2015
Zak's,U.S.A.,Blend,60,3,2015
Zak's,U.S.A.,Dominican Republic,70,3.25,2015
Zak's,U.S.A.,Madagascar,70,3.25,2015
Zak's,U.S.A.,Peru,70,3.25,2015
Zak's,U.S.A.,Belize,70,3.5,2015
Zart Pralinen,Austria,Ecuador,70,2.75,2016
Zart Pralinen,Austria,Trinidad,85,2.75,2016
Zart Pralinen,Austria,Tanzania,85,3,2016
Zart Pralinen,Austria,Madagascar,70,3.5,2016
Zart Pralinen,Austria,Tanzania,70,3.5,2016
Zart Pralinen,Austria,Trinidad,78,3.5,2016
Zokoko,Australia,Bolivia,68,3.5,2011
Zokoko,Australia,Papua New Guinea,66,3.5,2011
Zokoko,Australia,Bolivia,72,3.75,2011
Zokoko,Australia,Blend,65,3.25,2016
Zokoko,Australia,Solomon Islands,78,3.75,2016
Zoto (Chocolatoa),Belgium,Nicaragua,72,3,2018
Zoto (Chocolatoa),Belgium,DR Congo,68,3,2018
Zoto (Chocolatoa),Belgium,Nicaragua,75,3.25,2018
Zoto (Chocolatoa),Belgium,Nicaragua,70,3.75,2018
Zotter,Austria,Brazil,65,3,2010
Zotter,Austria,Congo,65,3,2011
Zotter,Austria,India,62,3.25,2011
Zotter,Austria,India,65,3.5,2011
Zotter,Austria,Peru,70,3.75,2011
Zotter,Austria,Peru,70,3,2012
Zotter,Austria,Ecuador,75,3,2012
Zotter,Austria,Papua New Guinea,75,3,2012
Zotter,Austria,Bolivia,90,3.25,2012
Zotter,Austria,Congo,68,3.25,2012
Zotter,Austria,Panama,72,3.5,2012
Zotter,Austria,Blend,65,3.5,2012
Zotter,Austria,Peru,70,3.5,2012
Zotter,Austria,Blend,58,3.5,2012
Zotter,Austria,Dominican Republic,62,3.75,2012
Zotter,Austria,Dominican Republic,70,3.75,2012
Zotter,Austria,Blend,80,2.75,2014
Zotter,Austria,Colombia,75,3.75,2017
Zotter,Austria,Blend,75,3,2018
Zotter,Austria,Congo,70,3.25,2018
Zotter,Austria,Belize,72,3.5,2018
